LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2024-01-08 12:04:03,1900-01-00 00:00:00,,A8:BD:27:E9:41:E1,-90, ,0.000000,0.000000,0.000,0.000,AP
2024-01-08 12:04:05,1900-01-00 00:00:00,YRDSB-S,A8:BD:27:E9:41:E1,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-08 12:04:10,1900-01-00 00:00:00,,42:26:D6:33:9A:C0,-87,,0.000000,0.000000,0.000,0.000,Client
2024-01-08 12:04:10,1900-01-00 00:00:00,,42:26:D6:33:9A:C0,-87,,0.000000,0.000000,0.000,0.000,Client
2024-01-08 12:04:10,1900-01-00 00:00:00,,42:26:D6:33:9A:C0,-85,,0.000000,0.000000,0.000,0.000,Client
2024-01-08 12:04:10,1900-01-00 00:00:00,,42:26:D6:33:9A:C0,-84,,0.000000,0.000000,0.000,0.000,Client
2024-01-08 12:04:10,1900-01-00 00:00:00,,42:26:D6:33:9A:C0,-84,,0.000000,0.000000,0.000,0.000,Client
2024-01-08 12:04:12,1900-01-00 00:00:00,YRDSB-S,A8:BD:27:E9:41:E1,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-08 12:04:12,1900-01-00 00:00:00,YRDSB-S,A8:BD:27:E9:41:E1,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-08 12:04:12,1900-01-00 00:00:00,YRDSB-S,A8:BD:27:E9:41:E1,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-08 12:04:12,1900-01-00 00:00:00,YRDSB-S,A8:BD:27:E9:41:E1,-89, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-08 12:04:12,1900-01-00 00:00:00,YRDSB-S,A8:BD:27:E9:41:E1,-89, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-08 12:04:12,1900-01-00 00:00:00,YRDSB-S,A8:BD:27:E9:41:E1,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-08 12:04:12,1900-01-00 00:00:00,YRDSB-S,A8:BD:27:E9:41:E1,-89, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-08 12:04:12,1900-01-00 00:00:00,YRDSB-S,A8:BD:27:E9:41:E1,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-08 12:04:12,1900-01-00 00:00:00,YRDSB-S,A8:BD:27:E9:41:E1,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-08 12:04:12,1900-01-00 00:00:00,YRDSB-S,A8:BD:27:E9:41:E1,-93, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-08 12:04:12,1900-01-00 00:00:00,YRDSB-S,A8:BD:27:E9:41:E1,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-08 12:04:14,1900-01-00 00:00:00,YRDSB-S,A8:BD:27:E9:41:E1,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-08 12:04:15,1900-01-00 00:00:00,YRDSB-S,A8:BD:27:E9:41:E1,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-08 12:04:15,1900-01-00 00:00:00,YRDSB-S,A8:BD:27:E9:41:E1,-93, WPA2 ,0.000000,0.000000,0.000,0.000,AP
